0	2
1	29
2	32
3	47
4	50
5	112
6	151
7	223
8	253
9	260
10	293
11	296
12	318
13	337
14	367
15	541
16	589
17	593
18	653
19	919
20	924
21	1009
22	1036
23	1079
24	1080
25	1089
26	1090
27	1097
28	1136
29	1193
30	1196
31	1198
32	1200
33	1201
34	1208
35	1214
36	1215
37	1217
38	1219
39	1222
40	1240
41	1243
42	1246
43	1249
44	1258
45	1259
46	1261
47	1262
48	1266
49	1278
50	1291
51	1304
52	1321
53	1333
54	1348
55	1350
56	1358
57	1370
58	1374
59	1387
60	1525
61	1584
62	1750
63	1848
64	1920
65	1967
66	1994
67	1997
68	2021
69	2100
70	2118
71	2138
72	2140
73	2143
74	2173
75	2174
76	2193
77	2194
78	2253
79	2288
80	2291
81	2542
82	2628
83	2644
84	2648
85	2664
86	2683
87	2692
88	2716
89	2761
90	2762
91	2804
92	2872
93	2918
94	2944
95	2947
96	2959
97	2968
98	3000
99	3030
100	3037
101	3081
102	3153
103	3265
104	3438
105	3476
106	3479
107	3489
108	3499
109	3889
110	3932
111	3996
112	3997
113	4011
114	4027
115	4105
116	4128
117	4133
118	4226
119	4306
120	4446
121	4467
122	4571
123	4720
124	4754
125	4878
126	4896
127	4911
128	4915
129	4941
130	4980
131	4993
132	5026
133	5039
134	5040
135	5146
136	5171
137	5540
138	5679
139	5797
140	5816
141	5898
142	5952
143	5999
144	6093
145	6242
146	6333
147	6502
148	6539
149	6754
150	6755
151	6774
152	6807
153	6834
154	6888
155	7001
156	7045
157	7046
158	7153
159	7164
160	7247
161	7387
162	7389
163	7438
164	7449
165	7454
166	7482
167	7757
168	8368
169	8482
170	8507
171	8636
172	8690
173	8961
174	31696
175	3
176	62
177	70
178	110
179	242
180	266
181	469
182	480
183	891
184	908
185	1121
186	1210
187	1270
188	1327
189	1356
190	1544
191	1580
192	1673
193	1748
194	1965
195	1969
196	1970
197	1971
198	1972
199	1973
200	1974
201	1986
202	2454
203	2455
204	2791
205	2858
206	2948
207	2951
208	3150
209	3159
210	3173
211	3450
212	3513
213	3534
214	3555
215	3565
216	3703
217	3753
218	3917
219	3918
220	3923
221	3926
222	3927
223	3928
224	3930
225	3937
226	3959
227	1
228	24
229	160
230	173
231	175
232	196
233	316
234	329
235	440
236	442
237	457
238	490
239	512
240	610
241	718
242	780
243	788
244	858
245	904
246	905
247	953
248	968
249	1037
250	1060
251	1073
252	1077
253	1084
254	1094
255	1103
256	1125
257	1127
258	1129
259	1179
260	1188
261	1197
262	1199
263	1206
264	1213
265	1220
266	1221
267	1225
268	1228
269	1230
270	1242
271	1247
272	1257
273	1272
274	1276
275	1288
276	1307
277	1330
278	1345
279	1372
280	1373
281	1375
282	1376
283	1396
284	1603
285	1653
286	1674
287	1676
288	1721
289	1762
290	1779
291	1810
292	1831
293	1876
294	1882
295	1909
296	1917
297	1921
298	2009
299	2011
300	2012
301	2018
302	2028
303	2034
304	2046
305	2053
306	2054
307	2076
308	2093
309	2105
310	2117
311	2150
312	2236
313	2311
314	2329
315	2366
316	2371
317	2391
318	2407
319	2428
320	2448
321	2505
322	2528
323	2529
324	2530
325	2531
326	2532
327	2533
328	2541
329	2551
330	2567
331	2571
332	2574
333	2613
334	2615
335	2640
336	2642
337	2643
338	2657
339	2662
340	2668
341	2676
342	2694
343	2699
344	2710
345	2722
346	2750
347	2788
348	2797
349	2808
350	2857
351	2900
352	2901
353	2916
354	2949
355	2985
356	2986
357	3033
358	3039
359	3070
360	3072
361	3098
362	3142
363	5060
364	6
365	10
366	19
367	165
368	350
369	356
370	368
371	370
372	377
373	380
374	420
375	431
376	454
377	489
378	519
379	520
380	531
381	548
382	586
383	594
384	596
385	733
386	11
387	17
388	60
389	104
390	140
391	141
392	150
393	224
394	235
395	282
396	364
397	376
398	475
399	491
400	500
401	508
402	515
403	529
404	587
405	588
406	590
407	595
408	608
409	631
410	648
411	671
412	708
413	720
414	736
415	832
416	1028
417	1035
418	1042
419	1393
420	7
421	52
422	135
423	494
424	628
425	719
426	743
427	762
428	802
429	15
430	16
431	105
432	122
433	252
434	271
435	276
436	339
437	348
438	351
439	355
440	357
441	362
442	425
443	509
444	539
445	553
446	597
447	674
448	750
449	806
450	852
451	880
452	899
453	912
454	914
455	920
456	922
457	928
458	932
459	952
460	1017
461	1020
462	1095
463	1101
464	1183
465	1253
466	1256
467	1265
468	1271
469	1301
470	1343
471	1357
472	1385
473	1391
474	1408
475	1409
476	1441
477	1449
478	1466
479	1513
480	1517
481	1573
482	1597
483	1617
484	1682
485	1777
486	1888
487	1894
488	1911
489	1932
490	1964
491	2013
492	2067
493	2080
494	2081
495	2108
496	2112
497	2125
498	2146
499	2195
500	2243
501	2266
502	2297
503	2316
504	2333
505	2346
506	2363
507	2367
508	2384
509	2385
510	2390
511	2396
512	2403
513	2405
514	2424
515	2427
516	2463
517	2468
518	2469
519	2478
520	2498
521	2535
522	2546
523	2558
524	2598
525	2633
526	2641
527	2654
528	2671
529	2701
530	2723
531	2734
532	2752
533	2770
534	2861
535	2881
536	2908
537	2942
538	2950
539	2987
540	2993
541	3004
542	3032
543	3062
544	3074
545	3086
546	3103
547	3108
548	3118
549	3156
550	3175
551	3176
552	3179
553	3185
554	3194
555	3199
556	3219
557	3235
558	3244
559	3334
560	3341
561	3354
562	3363
563	3408
564	3417
565	3448
566	3469
567	3501
568	3510
569	3512
570	3524
571	3526
572	3527
573	3528
574	3578
575	3593
576	3671
577	3684
578	3699
579	3701
580	3717
581	3754
582	3793
583	3798
584	3824
585	3826
586	3827
587	3844
588	3864
589	3911
590	3977
591	3978
592	3987
593	3988
594	3994
595	4018
596	4019
597	4023
598	4041
599	4062
600	4155
601	4186
602	4270
603	4308
604	4310
605	4317
606	4339
607	4349
608	4361
609	4368
610	4370
611	4464
612	4503
613	4545
614	4603
615	4626
616	4638
617	4639
618	4643
619	4661
620	4700
621	4736
622	4799
623	4848
624	4867
625	4874
626	4963
627	4994
628	4995
629	5009
630	21
631	39
632	48
633	153
634	161
635	168
636	172
637	185
638	207
639	208
640	231
641	236
642	277
643	288
644	292
645	338
646	344
647	349
648	353
649	372
650	381
651	434
652	527
653	550
654	551
655	552
656	592
657	1923
658	2279
659	2605
660	2688
661	2706
662	2719
663	2840
664	2841
665	3016
666	3785
667	3857
668	3908
669	3979
670	3999
671	4022
672	4030
673	4034
674	4148
675	4369
676	4483
677	4502
678	4509
679	4519
680	4533
681	25
682	969
683	1204
684	1250
685	1960
686	2058
687	3107
688	65
689	145
690	158
691	170
692	256
693	286
694	384
695	405
696	410
697	441
698	546
699	611
700	616
701	673
702	741
703	761
704	784
705	828
706	1029
707	1032
708	1046
709	1064
710	1093
711	1168
712	1169
713	1255
714	1274
715	1320
716	1339
717	1367
718	1432
719	1527
720	1591
721	1688
722	1690
723	1862
724	1961
725	1977
726	1982
727	2004
728	2023
729	2042
730	2107
731	2123
732	2124
733	2134
734	2153
735	2232
736	2240
737	2294
738	2313
739	2355
740	2378
741	2420
742	2572
743	2600
744	2717
745	2720
746	2793
747	2810
748	2827
749	2990
750	3054
751	3083
752	3113
753	3114
754	3213
755	3247
756	3269
757	3300
758	3396
759	3525
760	3535
761	3697
762	3702
763	3704
764	3745
765	3752
766	3863
767	3892
768	3897
769	3969
770	3980
771	3991
772	4006
773	4015
774	4052
775	4054
776	4232
777	4235
778	4246
779	4262
780	4299
781	4340
782	4343
783	4366
784	4388
785	4492
786	4718
787	4792
788	4850
789	4868
790	4887
791	4973
792	4974
793	5046
794	5151
795	5152
796	5219
797	5220
798	5225
799	5266
800	5283
801	5299
802	5323
803	5349
804	5377
805	5378
806	5400
807	5444
808	5445
809	5459
810	5463
811	5502
812	5618
813	5669
814	5782
815	5882
816	5903
817	5971
818	6016
819	6094
820	6250
821	6264
822	6281
823	6283
824	6287
825	6291
826	6294
827	6365
828	6377
829	6378
830	6383
831	6503
832	6534
833	6537
834	6541
835	6548
836	6586
837	6624
838	6659
839	6711
840	6731
841	6795
842	6863
843	6874
844	6934
845	6953
846	6979
847	6996
848	7022
849	7099
850	7163
851	7173
852	7254
853	7293
854	7345
855	7361
856	7439
857	7444
858	7458
859	7481
860	7541
861	7845
862	7846
863	8169
864	8361
865	8371
866	8578
867	8622
868	8640
869	8641
870	8644
871	8800
872	8810
873	8861
874	8865
875	8870
876	8907
877	8965
878	8972
879	8973
880	8977
881	26462
882	26509
883	26887
884	26913
885	27311
886	27338
887	27368
888	27441
889	27608
890	27660
891	27728
892	27793
893	27865
894	27904
895	30707
896	30793
897	30812
898	31184
899	31429
900	31553
901	31555
902	31658
903	31660
904	31878
905	32031
906	32213
907	33085
908	33166
909	33493
910	33585
911	33660
912	33679
913	33794
914	34048
915	34150
916	34319
917	34334
918	34338
919	34542
920	35836
921	36401
922	36509
923	36931
924	37380
925	37386
926	37830
927	39446
928	40339
929	41566
930	41569
931	41571
932	42718
933	43419
934	43556
935	43928
936	43932
937	43936
938	44189
939	44191
940	44225
941	44731
942	44828
943	44849
944	45361
945	45499
946	45722
947	46530
948	46578
949	47124
950	48304
951	48394
952	48516
953	48738
954	48774
955	48943
956	49205
957	49278
958	50162
959	50442
960	50872
961	51412
962	51662
963	51666
964	51698
965	52281
966	52287
967	52328
968	52722
969	52885
970	53000
971	53125
972	53464
973	53953
974	53996
975	54001
976	54278
977	54771
978	54995
979	55190
980	55232
981	55282
982	55603
983	55999
984	56003
985	56145
986	56174
987	56251
988	56757
989	56801
990	56949
991	57223
992	57368
993	57509
994	57640
995	57949
996	58025
997	58293
998	58559
999	58652
1000	59014
1001	59315
1002	59376
1003	59418
1004	59615
1005	60037
1006	60040
1007	60069
1008	60161
1009	60514
1010	60516
1011	60524
1012	60684
1013	60760
1014	60832
1015	61248
1016	61465
1017	62265
1018	62956
1019	63859
1020	64034
1021	64497
1022	64508
1023	64614
1024	64997
1025	64999
1026	65037
1027	65514
1028	66171
1029	66297
1030	67197
1031	67295
1032	67365
1033	67799
1034	67867
1035	68263
1036	68319
1037	69526
1038	69945
1039	70227
1040	70305
1041	71282
1042	72641
1043	82095
1044	5
1045	34
1046	36
1047	95
1048	585
1049	786
1050	225
1051	300
1052	315
1053	317
1054	432
1055	435
1056	474
1057	314
1058	452
1059	468
1060	471
1061	497
1062	534
1063	728
1064	745
1065	783
1066	838
1067	898
1068	902
1069	910
1070	911
1071	927
1072	951
1073	954
1074	955
1075	1010
1076	1013
1077	1022
1078	1023
1079	1148
1080	1177
1081	1207
1082	1269
1083	1282
1084	1302
1085	1610
1086	1689
1087	1947
1088	1954
1089	1957
1090	1962
1091	2010
1092	2049
1093	2059
1094	2078
1095	2083
1096	2087
1097	2094
1098	2115
1099	2161
1100	2324
1101	2394
1102	2406
1103	2414
1104	2470
1105	2501
1106	2559
1107	2687
1108	2724
1109	2966
1110	3088
1111	3097
1112	3347
1113	3360
1114	3397
1115	3471
1116	3548
1117	3675
1118	3723
1119	3751
1120	3809
1121	3916
1122	4499
1123	4535
1124	4886
1125	4921
