1,0.4032162,-0.8622472,-0.4800389,-0.493277,0.01762895,-0.5033112,0.586284,0.3632679,-0.291574,-0.04314191
2,0.5529729,0.02247156,-0.2872938,-0.4554193,0.3779513,0.01139684,0.09081089,0.1683419,-0.4067222,0.9091476
3,0.5036421,0.6197068,-0.7669165,-0.3679632,0.2944387,-0.01434958,-0.2266435,0.5066294,-0.4360641,0.3049884
4,0.8910565,0.6725256,-0.2663035,-0.5449421,-0.4632633,0.2841469,0.02349071,-0.02462327,-0.1136718,1.132649
5,0.9641492,0.5755955,-0.7647721,-0.2376924,0.08899862,-0.06148127,-0.001501743,0.1813881,-0.2477856,0.5909806
6,0.02274818,-0.3934828,0.05972367,0.0224039,-0.02463594,0.082092,-0.9132738,0.03805654,-0.6516865,-0.4102455
7,0.5333939,0.2364462,-0.564972,0.2732503,0.002316081,-0.3528897,-0.001646381,-0.2119873,-0.3792354,0.8492395
8,0.33443,0.7239996,-0.4574139,-0.4030245,0.1618842,-0.02378557,-0.08729086,0.3088462,-0.4969646,0.8447025
9,0.7853172,0.7614836,-0.03418903,-0.2845118,0.6889881,0.328484,-0.2214697,-0.4534748,-0.7050021,0.4587952
10,0.2440925,-0.07688294,-0.3328484,0.1968313,0.7415059,-0.01138707,-0.1826323,-0.01203981,-0.5704374,0.2823635
11,0.6763667,-0.2476003,-0.4602315,0.05535972,0.005420578,-0.4531197,-0.2483231,-0.1603282,-0.313813,0.6470687
12,-0.0346554,0.9725988,-0.5577303,-0.1804837,0.6361864,1.021198,-0.176758,0.2415878,-0.5644058,0.9812165
13,0.09472224,0.5919832,-0.2084114,-0.5310709,-0.04940255,-0.3517872,0.3148999,0.3587794,-0.6308761,0.6641877
14,0.1459165,-0.171228,-0.1223951,-0.7290103,-0.488967,0.5773611,-0.6860071,-0.3793291,-0.1950996,0.3913746
15,0.370367,0.7130415,-0.08545811,-0.0006516856,0.7460597,0.397042,-0.0009471013,0.1450431,-0.6639979,1.207984
16,0.1128348,-0.3150589,0.02612924,-0.2081636,-0.2332655,0.414855,-0.9181404,0.08204024,-0.4991638,-0.3464643
17,0.2348649,-0.1856985,-0.1160411,0.03111716,-0.7066252,-0.7577289,0.6131446,-0.5752929,-0.453095,0.6053231
18,-0.152287,0.1063281,-0.1648308,0.5345845,-0.05562147,0.7899989,-0.5823755,0.9512069,-0.5447016,0.4948919
19,0.7995214,1.019987,-0.4641277,-0.4269146,0.3086879,1.192469,0.316753,1.370999,-0.6507573,-0.008214209
20,0.8641092,0.6833091,-0.09016126,-0.08665773,0.4798863,0.4574846,-0.5295336,0.005033731,-0.5443054,0.6822682
21,0.6169987,-0.418175,-0.2371509,0.2845956,-0.2638373,0.2780744,0.1012468,-0.4128994,-0.5824251,-0.007013456
22,0.8117687,0.01365271,0.01356833,-0.1225413,0.06030406,-0.04406121,-0.4986353,-0.1320859,-0.491944,0.4774107
23,0.4972338,0.357544,-0.07606268,0.09705801,0.6335146,0.1788674,-0.7090262,0.07365683,-0.5655935,0.6130754
24,0.215886,0.3045846,0.1943671,-0.2744198,-0.136955,-0.06961035,-0.5258214,0.5688979,-0.2985016,1.118679
25,0.472805,-0.4304794,0.2370492,-0.3454172,-0.9396979,0.7400836,-0.3931913,0.03605407,-0.2453874,-0.09914614
26,-0.2320972,-0.06407078,0.05287483,-0.01561517,-0.5406815,-0.2622464,0.01768166,0.1962708,-0.7424124,0.5804411
27,0.5613746,0.2769721,-0.4587953,0.1330907,-0.1687251,0.05054843,-0.4025602,0.485646,0.05964576,1.007955
28,-0.01515099,-0.02102453,-0.08806002,0.3249885,-0.516096,-0.5157603,0.4915791,-0.5939994,-0.741383,0.5211652
